Player,From,To,Years,Pos,Ht,Height,Wt,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS,All Star,All NBA,All ABA,All Rookie,All Defensive,BLK Champ,STL Champ,TRB Champ,AST Champ,Scoring Champ,Most Improved,Sixth Man,DPOY,ROY,AS MVP,CF MVP,Finals MVP,MVP,Championships,NBA 75 Team,ABA All-Time Team
Leo Rautins,1984,1985,2,F,6-8,6.666666666666667,215.0,32,1.5,1.1,1.0,35.0,23.4,60.0,35.0,5.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan Ray,2007,2007,1,G,6-2,6.166666666666667,190.0,47,6.2,1.5,0.9,38.6,41.4,76.4,47.9,10.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clifford Ray,1972,1981,10,C,6-9,6.75,230.0,784,7.4,8.9,2.2,52.4,0.0,58.8,52.4,14.4,56.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Don Ray,1950,1950,1,F-C,6-5,6.416666666666667,190.0,61,6.0,5.5,1.0,32.3,17.7,69.8,48.4,13.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Ray,1981,1983,3,F,6-8,6.666666666666667,215.0,103,3.2,2.2,0.7,42.8,33.3,62.9,42.9,10.0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Ray,1957,1960,4,G,6-1,6.083333333333333,180.0,8,1.1,0.6,0.6,17.6,27.9,60.0,44.1,0.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Rayl,1968,1969,2,G,6-2,6.166666666666667,175.0,101,11.1,3.0,2.7,38.1,34.1,82.3,42.6,10.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Raymond,1969,1973,5,C,6-11,6.916666666666667,235.0,241,6.9,6.3,1.4,45.2,0.0,63.1,45.2,10.9,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connie Rea,1954,1954,1,G-F,6-3,6.25,175.0,20,1.2,1.6,0.8,20.9,28.6,31.3,47.1,4.5,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Reaves,2022,2022,1,G,6-5,6.416666666666667,206.0,61,7.3,3.2,1.8,45.9,31.7,83.9,54.2,11.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Reaves,1974,1974,1,F,6-5,6.416666666666667,210.0,19,4.2,2.8,0.4,44.4,23.4,47.1,44.4,9.5,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Reaves,2020,2020,1,G,6-4,6.333333333333333,214.0,4,2.0,0.8,0.8,33.3,0.0,100.0,33.3,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Željko Rebrača,2002,2006,5,C,7-0,7.0,257.0,215,5.9,3.2,0.4,52.7,14.2,79.2,52.7,14.1,8.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldridge Recasner,1995,2002,8,G,6-3,6.25,190.0,296,5.9,1.8,1.8,42.6,40.9,88.7,50.6,11.7,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Redd,2001,2012,12,G,6-6,6.5,220.0,629,19.0,3.8,2.1,44.7,38.0,83.8,50.3,19.5,55.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Reddish,2020,2022,3,F,6-8,6.666666666666667,218.0,133,10.5,3.2,1.3,38.7,32.5,84.1,46.1,10.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Reddout,1954,1954,1,F,6-5,6.416666666666667,195.0,7,1.9,1.3,0.0,83.3,23.4,75.0,45.3,42.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J. Redick,2007,2021,15,G,6-3,6.25,200.0,940,12.8,2.0,2.0,44.7,41.5,89.2,55.5,14.9,63.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlon Redmond,1979,1980,2,G,6-6,6.5,188.0,77,6.5,2.1,1.0,42.3,0.0,65.5,42.3,11.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davon Reed,2018,2022,5,G,6-5,6.416666666666667,208.0,79,3.6,1.9,0.9,43.4,39.1,66.7,53.4,10.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hub Reed,1959,1965,7,F-C,6-9,6.75,215.0,479,5.5,5.1,0.8,43.6,17.7,72.4,48.4,10.5,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Reed,2005,2007,3,F,6-8,6.666666666666667,240.0,136,3.5,1.4,0.5,40.4,0.0,75.2,40.4,8.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Reed,2021,2022,2,F,6-9,6.75,210.0,64,3.2,2.4,0.4,55.2,14.3,45.5,55.7,21.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Reed,1966,1967,2,F,6-5,6.416666666666667,205.0,119,8.0,6.4,1.5,36.4,23.4,57.1,45.3,11.9,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willie Reed,2016,2018,3,F-C,6-10,6.833333333333333,220.0,152,4.9,3.8,0.3,59.2,33.3,56.1,59.4,18.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willis Reed*,1965,1974,10,F-C,6-10,6.833333333333333,235.0,650,18.7,12.9,1.8,47.6,17.7,74.7,48.4,18.6,74.9,7,5,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,2,1,0
Bryant Reeves,1996,2001,6,C,7-0,7.0,275.0,395,12.5,6.9,1.6,47.5,7.4,70.3,47.5,13.8,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khalid Reeves,1995,2000,6,G,6-3,6.25,199.0,277,7.8,2.1,3.2,41.6,36.3,74.4,48.2,13.1,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richie Regan,1956,1958,3,G,6-2,6.166666666666667,180.0,215,8.3,2.6,2.9,34.4,27.9,71.7,44.1,9.4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don Rehfeldt,1951,1952,2,F,6-7,6.583333333333333,210.0,98,7.1,5.0,1.2,37.0,23.4,75.8,45.3,15.7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Reid,1981,1981,1,G,6-5,6.416666666666667,190.0,59,3.2,1.0,1.2,45.4,0.0,56.4,45.4,6.2,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don Reid,1996,2003,8,F,6-8,6.666666666666667,250.0,403,3.6,2.9,0.4,53.0,0.0,65.8,53.0,11.8,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.R. Reid,1990,2001,12,F,6-9,6.75,247.0,672,8.5,5.0,1.0,47.2,13.5,71.6,47.2,11.9,22.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Reid,1968,1968,1,F,6-6,6.5,210.0,6,3.5,1.8,0.5,50.0,23.4,20.0,45.3,10.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naz Reid,2020,2022,3,F,6-9,6.75,264.0,177,9.5,4.2,1.0,49.0,34.3,72.3,54.8,17.3,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Reid,1978,1991,14,G-F,6-8,6.666666666666667,205.0,919,11.4,4.5,2.7,45.8,29.1,73.2,46.3,13.1,40.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Reid,2012,2012,1,F,6-8,6.666666666666667,232.0,5,1.6,0.4,0.0,80.0,23.4,67.6,80.0,17.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Reiner,2005,2007,3,C,6-11,6.916666666666667,255.0,46,1.2,2.4,0.3,34.2,14.2,28.6,34.2,3.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chick Reiser,1948,1950,3,G-F,5-11,5.916666666666667,165.0,171,10.4,3.1,2.0,32.1,28.6,77.2,47.1,12.5,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Rellford,1988,1988,1,F,6-6,6.5,230.0,4,4.0,1.8,0.3,62.5,23.4,75.0,62.5,11.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrence Rencher,1996,1996,1,G,6-3,6.25,185.0,36,2.9,1.2,1.5,33.0,31.0,67.4,37.5,6.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Rennicke,1952,1952,1,G,6-2,6.166666666666667,185.0,6,1.8,1.5,0.2,22.2,27.9,33.3,44.1,-1.3,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Rensberger,1947,1947,1,F,6-2,6.166666666666667,170.0,3,0.0,3.0,0.0,0.0,23.4,67.6,45.3,10.9,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efthimios Rentzias,2003,2003,1,C,6-11,6.916666666666667,250.0,35,1.5,0.7,0.2,33.9,50.0,88.9,37.3,10.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shawn Respert,1996,1999,4,G,6-1,6.083333333333333,195.0,172,4.9,1.3,1.0,41.4,34.0,81.6,47.8,11.6,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Restani,1975,1982,8,F-C,6-9,6.75,225.0,550,6.2,4.0,1.4,48.6,20.5,71.7,48.7,11.6,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Reynolds,2019,2021,3,G,6-7,6.583333333333333,225.0,24,4.6,1.5,0.6,40.6,38.1,88.9,53.1,9.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Reynolds,1970,1970,1,G,6-4,6.333333333333333,195.0,10,2.1,1.4,1.2,42.1,27.9,71.4,44.1,18.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Reynolds,1986,1996,11,G-F,6-8,6.666666666666667,200.0,443,9.1,3.0,2.0,41.8,22.6,74.9,42.2,15.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendall Rhine,1968,1969,2,C,6-10,6.833333333333333,230.0,125,6.3,8.3,1.4,38.8,0.0,54.8,38.8,11.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Rhodes,1953,1953,1,G,6-1,6.083333333333333,170.0,65,5.2,1.5,1.4,31.9,27.9,70.4,44.1,11.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrick Rhodes,1998,2000,3,G-F,6-6,6.5,225.0,72,5.3,1.2,1.7,34.7,20.0,62.0,35.1,6.7,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen Rice,1990,2004,15,F,6-8,6.666666666666667,215.0,1000,18.3,4.4,2.1,45.6,40.0,84.6,50.8,16.2,88.7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Glen Rice Jr.,2014,2015,2,G,6-6,6.5,206.0,16,2.7,1.5,0.6,26.9,25.0,69.2,32.7,3.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Richard,2008,2010,3,F,6-9,6.75,270.0,70,1.9,2.8,0.4,48.3,23.4,60.5,48.3,7.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Richards,2021,2022,2,F-C,7-0,7.0,245.0,68,2.4,1.4,0.2,64.6,0.0,68.5,64.6,14.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clint Richardson,1980,1987,8,G,6-3,6.25,195.0,586,7.0,2.4,2.5,46.3,24.4,77.0,46.5,11.1,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jason Richardson,2002,2015,14,G,6-6,6.5,220.0,857,17.1,5.0,2.7,43.8,37.0,70.7,50.2,16.3,59.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Richardson,2007,2009,3,G-F,6-6,6.5,185.0,45,1.9,0.6,0.1,33.3,38.5,62.5,40.9,4.5,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Richardson,2016,2022,7,G,6-5,6.416666666666667,200.0,438,12.0,3.1,2.7,42.8,36.5,83.9,50.5,12.6,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malachi Richardson,2017,2019,3,G,6-6,6.5,205.0,70,2.8,1.0,0.3,35.8,30.1,78.3,43.3,6.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micheal Ray Richardson,1979,1986,8,G-F,6-5,6.416666666666667,189.0,556,14.8,5.5,7.0,45.7,22.0,69.0,46.5,16.9,35.2,4,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Norm Richardson,2002,2002,1,G,6-5,6.416666666666667,190.0,11,2.7,0.7,0.2,38.5,50.0,66.7,46.2,10.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooh Richardson,1990,1999,10,G,6-1,6.083333333333333,180.0,639,11.1,2.8,6.5,44.4,32.9,65.2,47.0,14.9,26.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quentin Richardson,2001,2013,13,G-F,6-6,6.5,223.0,783,10.3,4.7,1.5,39.7,35.5,71.8,47.6,12.9,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch Richmond*,1989,2002,14,G,6-5,6.416666666666667,215.0,976,21.0,3.9,3.5,45.5,38.8,85.0,49.7,17.6,79.3,6,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
John Richter,1960,1960,1,F,6-9,6.75,225.0,66,4.3,4.7,0.4,34.0,23.4,50.4,45.3,8.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Ricketts,1956,1958,3,F-C,6-7,6.583333333333333,215.0,212,9.3,6.3,2.1,32.8,17.7,69.2,48.4,9.6,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Rider,1994,2002,9,G,6-5,6.416666666666667,215.0,563,16.7,3.8,2.7,44.3,35.2,81.2,48.4,14.7,22.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jackie Ridgle,1972,1972,1,G,6-4,6.333333333333333,195.0,32,1.8,0.5,0.2,43.2,27.9,73.1,44.1,13.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Ridnour,2004,2015,12,G,6-2,6.166666666666667,175.0,830,9.3,2.3,4.5,43.1,34.9,86.2,47.4,13.9,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mel Riebe,1947,1949,3,G-F,5-11,5.916666666666667,180.0,146,10.8,3.1,1.5,30.4,28.6,62.1,47.1,12.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Riedy,1968,1968,1,F,6-6,6.5,215.0,23,5.7,3.0,0.2,34.9,23.4,61.2,34.9,9.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Riffey,1951,1951,1,F,6-4,6.333333333333333,200.0,35,4.3,1.7,0.5,35.1,23.4,76.9,45.3,10.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Rigaudeau,2003,2003,1,G,6-7,6.583333333333333,210.0,11,1.5,0.7,0.5,22.9,20.0,73.7,24.3,-2.4,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Riker,1973,1975,3,F-C,6-10,6.833333333333333,225.0,82,2.7,1.7,0.3,38.0,17.7,59.3,48.4,10.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Riley,1971,1971,1,F,6-9,6.75,235.0,7,1.9,1.7,0.1,44.4,23.4,55.6,45.3,10.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Riley,1994,1999,6,C,7-0,7.0,245.0,186,3.1,2.6,0.3,45.6,0.0,70.4,45.6,12.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pat Riley*,1968,1976,9,G-F,6-4,6.333333333333333,205.0,528,7.4,1.6,1.7,41.4,28.6,70.5,47.1,11.3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ron Riley,1973,1976,4,F,6-8,6.666666666666667,195.0,264,5.8,5.2,1.2,41.9,23.4,69.1,45.3,11.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Riller,2021,2021,1,G,6-2,6.166666666666667,190.0,7,2.6,0.1,0.4,66.7,50.0,73.7,75.0,23.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich Rinaldi,1972,1974,3,G,6-3,6.25,195.0,84,4.8,1.2,0.9,38.9,0.0,73.5,38.9,11.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Riordan,1969,1977,9,G-F,6-4,6.333333333333333,200.0,639,9.9,2.9,2.4,47.0,28.6,74.4,47.1,12.3,33.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnie Risen*,1949,1958,10,F-C,6-9,6.75,200.0,637,12.0,9.7,1.7,38.1,17.7,69.9,48.4,16.7,56.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Tex Ritter,1949,1951,3,G-F,6-2,6.166666666666667,185.0,151,5.2,1.9,1.0,34.8,28.6,67.4,47.1,12.5,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramón Rivas,1989,1989,1,F-C,6-10,6.833333333333333,260.0,28,1.4,0.9,0.1,38.7,0.0,64.0,38.7,9.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Rivers,2013,2022,10,G,6-4,6.333333333333333,200.0,655,8.8,2.1,2.2,41.8,34.9,64.9,49.1,9.9,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Rivers,1989,1992,4,G,6-0,6.0,170.0,114,3.4,1.3,2.5,39.8,8.3,79.4,40.0,9.7,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doc Rivers,1984,1996,13,G,6-4,6.333333333333333,185.0,864,10.9,3.0,5.7,44.4,32.8,78.4,46.9,16.6,68.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee Robbins,1948,1949,2,F,6-3,6.25,175.0,47,4.8,3.0,0.4,28.4,23.4,56.4,45.3,10.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Robbins,1968,1975,8,F-C,6-8,6.666666666666667,190.0,586,13.1,10.5,1.7,46.6,30.5,81.8,47.1,18.0,50.4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Andre Roberson,2014,2021,8,G-F,6-7,6.583333333333333,210.0,307,4.5,4.0,0.9,47.3,25.3,46.8,51.9,9.7,12.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Roberson,2006,2009,4,G,6-2,6.166666666666667,180.0,65,4.1,0.8,0.5,40.0,35.6,90.0,50.2,11.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Roberson,1970,1976,7,F-C,6-9,6.75,231.0,423,9.0,8.3,1.4,44.0,17.7,58.5,48.4,13.2,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrance Roberson,2001,2001,1,F,6-7,6.583333333333333,215.0,3,0.0,0.3,0.3,0.0,0.0,67.6,0.0,-15.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Roberts,1978,1984,7,G-F,6-5,6.416666666666667,185.0,213,7.8,3.9,1.2,41.2,0.0,69.9,41.2,10.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Roberts,1949,1950,2,C,6-9,6.75,210.0,117,3.5,4.1,0.6,33.9,14.2,70.6,45.9,11.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Roberts,2013,2017,5,G,6-1,6.083333333333333,173.0,314,6.6,1.3,2.3,41.1,35.6,90.8,47.1,13.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred Roberts,1984,1997,14,F-C,6-10,6.833333333333333,218.0,818,7.3,2.8,1.2,50.2,32.5,79.6,50.8,12.6,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Roberts,1961,1968,8,F,6-6,6.5,214.0,218,5.8,4.9,0.6,38.1,33.3,63.7,38.1,9.7,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawrence Roberts,2006,2007,2,F,6-9,6.75,240.0,87,3.8,3.6,0.4,45.2,0.0,68.8,45.2,13.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marv Roberts,1972,1977,6,F-C,6-8,6.666666666666667,200.0,402,8.3,3.9,1.3,43.3,33.3,77.3,43.4,12.3,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stanley Roberts,1992,2000,9,C,7-0,7.0,285.0,300,8.5,5.2,0.6,49.9,0.0,51.4,49.9,13.6,8.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin Robertson,1985,1996,12,G,6-4,6.333333333333333,185.0,779,14.0,5.2,5.0,47.7,29.5,74.3,49.0,17.0,52.1,4,1,0,0,6,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Oscar Robertson*,1961,1974,14,G-F,6-5,6.416666666666667,205.0,1040,25.7,7.5,9.5,48.5,28.6,83.8,47.1,23.2,189.2,12,11,0,0,0,0,0,0,6,0,0,0,0,1,3,0,0,1,1,1,0
Ryan Robertson,2000,2000,1,G,6-5,6.416666666666667,190.0,1,5.0,0.0,0.0,33.3,0.0,100.0,33.3,2.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Robertson,1978,1979,2,G,6-4,6.333333333333333,195.0,75,5.5,1.1,1.4,43.5,27.9,69.4,44.1,10.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Robey,1979,1986,8,F-C,6-11,6.916666666666667,230.0,493,7.6,4.7,1.2,50.1,12.5,65.0,50.1,12.8,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bernard Robinson,2005,2007,3,G-F,6-6,6.5,210.0,128,4.5,2.5,1.0,41.7,16.1,78.6,42.2,11.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Robinson,1997,1998,2,G,6-5,6.416666666666667,200.0,76,4.6,1.5,1.4,37.6,37.4,57.1,45.8,9.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliff Robinson,1980,1992,13,F,6-9,6.75,220.0,629,17.2,8.3,2.0,46.8,18.4,72.2,46.9,17.0,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clifford Robinson,1990,2007,18,F-C,6-10,6.833333333333333,225.0,1380,14.2,4.6,2.2,43.8,35.6,68.9,47.5,14.5,89.7,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
David Robinson*,1990,2003,14,C,7-1,7.083333333333333,235.0,987,21.1,10.6,2.5,51.8,25.0,73.6,51.9,26.2,178.7,10,10,0,1,8,1,0,1,0,1,0,0,1,1,0,0,0,1,2,1,0
Devin Robinson,2018,2019,2,F,6-8,6.666666666666667,200.0,8,6.1,3.1,0.8,57.1,0.0,64.3,57.1,19.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncan Robinson,2019,2022,4,G-F,6-7,6.583333333333333,215.0,239,11.9,2.9,1.5,43.5,40.6,86.0,61.0,11.5,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Robinson,2000,2004,5,G-F,6-8,6.666666666666667,210.0,278,7.0,2.7,0.9,50.7,25.0,73.9,50.9,14.0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flynn Robinson,1967,1974,8,G,6-1,6.083333333333333,185.0,543,14.0,2.5,3.0,45.6,26.7,84.6,45.7,17.5,32.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Glenn Robinson,1995,2005,11,F,6-7,6.583333333333333,225.0,688,20.7,6.1,2.7,45.9,34.0,82.0,48.5,17.5,39.8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Glenn Robinson III,2015,2021,7,G-F,6-6,6.5,222.0,304,5.9,2.6,0.8,45.7,37.3,77.9,52.1,11.4,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackie Robinson,1979,1982,4,F,6-6,6.5,210.0,22,3.8,1.2,0.6,46.3,0.0,70.0,46.3,13.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jamal Robinson,2001,2001,1,F,6-7,6.583333333333333,212.0,6,1.0,1.8,0.3,13.6,0.0,67.6,13.6,-1.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
